,LGCYINVESTORID,TOP10SHSHLDVALpct,Unnamed: 0,CLUSTER,FULLNAME
407,2002993,0.21767511503932305,407,3,BNY Mellon Wealth Management
408,2002995,0.1819748935387147,408,0,"PNC Capital Advisors, LLC"
409,2003002,0.5162040222157905,409,0,"Meridian Investment Advisors, Inc."
410,2003003,0.1684226297810534,410,0,"BlackRock Investment Management, LLC"
411,2003007,0.19785861404110688,411,0,Metropolitan Life Insurance Co. (US)
412,2003008,0.2911345828069878,412,0,Meyer Handelman Company LLC
413,2003009,0.24110790757051226,413,3,Michigan Department of Treasury
414,2003011,0.9305227156417968,414,0,Aegon Asset Management US
415,2003015,0.271667118400513,415,3,"Minis & Company, Inc."
416,2003018,0.4353481188350625,416,3,"Montag & Caldwell, LLC"
417,2003020,0.1887273076892367,417,0,BofA Global Research (US)
418,2003022,0.5324765095800664,418,0,Montrusco Bolton Investments Inc.
419,2003027,0.1750291525874453,419,3,"Wedbush Securities, Inc."
420,2003028,0.1997604364877293,420,0,Morgan Stanley & Co. LLC
421,2003029,0.3251671347896793,421,0,Morgan Stanley Investment Management Inc. (US)
422,2003030,0.43218558128816215,422,0,"Morgens, Waterfall, Vintiadis & Co., Inc."
423,2003034,0.3032478121342324,423,3,Prio Wealth Limited Partnership
424,2003037,0.1366239942065939,424,0,Mutual of America Capital Management LLC
425,2003042,0.1866787847078148,425,0,"NWQ Investment Management Company, LLC"
426,2003059,0.2943800973257408,426,3,"Neville, Rodie & Shaw, Inc."
427,2003060,0.2213490858675495,427,3,New Jersey Division of Investment
428,2003062,0.1832384052894659,428,3,New Mexico Educational Retirement Board
429,2003063,0.2027080056482491,429,3,New York State Teachers' Retirement System
430,2003064,0.9522608284905,430,0,"New York Life Investment Management, LLC"
431,2003065,0.20107320276550736,431,0,"Nicholas Company, Inc."
432,2003070,0.17538576354801413,432,0,"Northern Capital Management, LLC"
433,2003072,0.6213355406341751,433,2,"Northwestern Mutual Capital, LLC"
434,2003077,0.37814672929403775,434,0,"Oak Associates, Ltd."
435,2003082,0.18333553991414514,435,3,Ohio Public Employees Retirement System
436,2003084,0.1723122877494252,436,3,State Teachers Retirement System of Ohio
437,2003089,0.2267334977930453,437,0,Old National Wealth Management
438,2003091,0.3953370332486071,438,0,OMERS Administration Corporation
439,2003094,0.21688427884291545,439,3,CIBC World Markets Corp.
440,2003096,0.1751531295244038,440,0,"OppenheimerFunds, Inc._NLE"
441,2003097,0.18760219411622514,441,3,Oregon Public Employees Retirement System
442,2003101,0.4100241348036167,442,0,PIMCO (US)
443,2003109,0.2912071908224135,443,3,"Patten & Patten, Inc."
444,2003110,0.20918549747677986,444,3,CIBC Private Wealth Management
445,2003111,0.32687974075869936,445,0,Pembroke Management Ltd.
446,2003114,0.3043493931065125,446,3,People's United Bank
447,2003116,0.1067164591824913,447,0,"Peregrine Capital Management, LLC"
448,2003121,1.0,448,0,"Virtus Investment Advisers, Inc."
449,2003123,0.2604042499159637,449,3,"Amundi Pioneer Asset Management, Inc."
450,2003124,0.9999999999999998,450,0,Piper Sandler & Co.
451,2003125,0.5140786836456404,451,0,Pitcairn
452,2003131,0.2023617401057572,452,0,"T. Rowe Price Associates, Inc."
453,2003132,0.2985633533014969,453,0,PRIMECAP Management Company
454,2003135,0.1589601864252205,454,0,"BlackRock Financial Management, Inc."
455,2003139,0.41791051254233774,455,0,PNC Wealth Management
456,2003144,0.2152124901965864,456,0,"Putnam Investment Management, L.L.C."
457,2003147,0.0837826333932591,457,0,Royce Investment Partners
458,2003148,0.3540147953266727,458,0,RNC Capital Management LLC
459,2003150,0.2056732829422233,459,0,"Raymond James & Associates, Inc."
460,2003152,0.391272968189026,460,0,"W. H. Reaves & Co., Inc."
461,2003154,0.30198232810758485,461,0,BMO Asset Management Inc.
462,2003156,0.2344860394190677,462,3,"Meritage Portfolio Management, Inc."
463,2003162,0.21050660291384155,463,0,"Rice Hall James & Associates, LLC"
464,2003163,0.3926152197893335,464,0,"Hamlin Capital Management, LLC"
465,2003165,0.3699450817667352,465,0,Roanoke Asset Management Corp.
466,2003168,0.2884499291290352,466,0,Rockefeller Capital Management
467,2003171,0.14577209859814594,467,0,AXA Rosenberg Investment Management LLC
468,2003175,0.12054411612272745,468,0,Rothschild & Co Asset Management US INC.
469,2003177,0.3599145488834484,469,0,RBC Global Asset Management Inc.
470,2003180,0.3881059249478825,470,0,"RBC Phillips, Hager & North Investment Counsel Inc."
471,2003181,0.6315831539867555,471,0,"Ruane, Cunniff & Goldfarb L.P."
472,2003184,1.0,472,0,"The Travelers Companies, Inc."
473,2003185,0.18582962682762674,473,0,Citi Investment Research (US)
474,2003186,0.4367615965299392,474,3,Fayez Sarofim & Co.
475,2003187,0.4508663575659822,475,0,"M. D. Sass Investors Services, Inc."
476,2003192,0.2318971547816392,476,0,"Schafer Cullen Capital Management, Inc."
477,2003193,0.3775294751267964,477,3,Trustco Bank N.A.
478,2003194,0.3977114073061591,478,3,ARS Investment Partners LLC
479,2003198,0.14792438165559155,479,3,"DWS Investment Management Americas, Inc."
480,2003208,0.24903153054444185,480,3,Osborn Williams & Donohoe LLC
481,2003210,1.0,481,0,"Sentinel Asset Management, Inc."
482,2003211,0.2322908491844116,482,3,"Sentry Investment Management, L.L.C."
483,2003218,0.30661571770584783,483,0,"Shufro, Rose & Co., LLC"
484,2003221,0.19138954811736228,484,0,"Sit Investment Associates, Inc."
485,2003223,0.6135339923241866,485,0,"Donald Smith & Co., Inc."
486,2003228,0.5584203026831709,486,0,"Soros Fund Management, L.L.C."
487,2003230,0.7457507761432706,487,0,"Southeastern Asset Management, Inc."
488,2003236,0.20664786622263706,488,3,"Stacey Braun Associates, Inc."
489,2003243,0.4157420118870257,489,0,State Farm Insurance Companies
490,2003244,0.5104368176286281,490,0,"Opus Investment Management, Inc"
491,2003245,0.1754775283957868,491,3,State Street Global Advisors (US)
492,2003251,0.1093069682192438,492,0,"Sterling Capital Management, LLC"
493,2003253,0.2778028718919742,493,3,Stock Yards Bank and Trust Company
494,2003254,0.36186428824334,494,3,"Stonebridge Capital Management, Inc."
495,2003256,0.3367630804041732,495,0,Stralem & Company Incorporated
496,2003259,0.6530032746638873,496,0,Stuyvesant Capital Management Corp.
497,2003263,0.5377526667668691,497,0,Sun Life Assurance Company of Canada (Toronto)
498,2003265,1.0,498,2,Swiss Re Financial Services Corporation
499,2003270,0.37075796129607147,499,0,"Templeton Investment Counsel, L.L.C."
500,2003271,0.11767372979583007,500,0,"Crossmark Global Investments, Inc"
501,2003272,0.18787190032447068,501,3,Tennessee Consolidated Retirement System
502,2003273,0.1670115218420977,502,3,Texas Permanent School Fund
503,2003275,0.1813550519407646,503,0,Employees Retirement System of Texas
504,2003276,0.1498899361134923,504,3,Teacher Retirement System of Texas
505,2003279,0.3983422560151125,505,3,Thompson Rubinstein Investment Management Inc.
506,2003280,0.16632976909230546,506,0,"Thompson, Siegel & Walmsley LLC"
507,2003282,0.4228531218844542,507,0,CIBC Asset Management Inc.
508,2003284,1.0,508,0,Globe Life Inc.
509,2003285,0.28930822623682845,509,0,TD Asset Management Inc.
510,2003287,0.246664889184232,510,3,"Torray, LLC"
511,2003289,0.21554956432764805,511,3,"First Republic Investment Management, Inc."
512,2003294,0.22451905435839573,512,0,Invesco Canada Ltd.
513,2003299,0.23673370295854695,513,0,TCW Asset Management Company LLC
514,2003306,0.6997992084813722,514,0,"Tweedy, Browne Company LLC"
515,2003318,0.16640798923570238,515,0,"Boston Advisors, LLC"
516,2003319,0.15551904977930664,516,0,"Scout Investments, Inc."
517,2003323,0.19437664920799305,517,3,Boston Trust Walden Company
518,2003325,0.8266443260318892,518,0,The Regents of the University of California
519,2003326,1.0,519,2,University of Chicago
520,2003329,0.9921114197602386,520,1,University of Texas Investment Management Company
521,2003330,0.195144998073566,521,3,Utah Retirement Systems
522,2003332,0.11153968359205718,522,0,Principal Global Investors (Equity)
523,2003334,0.1773518318424591,523,0,EULAV Asset Management
524,2003337,0.4693453367274937,524,0,"Van Strum & Towne, Inc."
525,2003338,0.16144144805333688,525,0,"Vaughan Nelson Investment Management, L.P."
526,2003339,0.3458401179848478,526,0,Iridian Asset Management LLC
527,2003341,0.17125793855648508,527,3,Virginia Retirement System
528,2003347,0.2529343995606915,528,0,Wasatch Global Investors Inc
529,2003350,0.33526004802943066,529,0,"Waters, Parkerson & Co., LLC"
530,2003351,0.1676409122587496,530,0,"WEDGE Capital Management, L.L.P."
531,2003353,0.24328541644673585,531,3,Welch & Forbes LLC
532,2003354,0.14598062087424882,532,0,"Wellington Management Company, LLP"
533,2003355,0.2340359808455589,533,0,"Wells Fargo Bank, N.A."
534,2003356,0.14183687302904713,534,0,"BlackRock Institutional Trust Company, N.A."
535,2003359,0.20700061208093135,535,0,Schroder Investment Management North America Inc.
536,2003360,1.0,536,0,Western Asset Management Co.
537,2003361,0.2697971097143904,537,3,"Fort Washington Investment Advisors, Inc."
538,2003365,0.2189916258424479,538,3,"WesBanco Bank, Inc."
539,2003367,0.3334968389253236,539,0,Wilmington Trust Investment Management LLC
540,2003370,0.7546002482006449,540,0,WCM Investment Management
541,2003372,0.17180339921115498,541,3,State of Wisconsin Investment Board
542,2003374,0.3833660333482187,542,0,HSBC Global Asset Management (Canada) Limited
543,2003375,0.41132494801348096,543,0,CIBC World Markets Inc.
544,2003378,0.2836472069300784,544,0,Woodstock Corporation
545,2003379,0.301597883451504,545,3,Wright Investors' Service Inc.
546,2003396,0.27150176347920896,546,0,NNIP Advisors B.V.
547,2003397,0.15382066258890625,547,0,Shell Asset Management Company B.V.
548,2003402,0.3043033356371167,548,0,BNP Paribas Asset Management Nederland N.V.
549,2003403,0.20029876869292207,549,3,BlackRock (Netherlands) B.V.
550,2003404,0.14956301407945194,550,0,DSM Pension Services B.V.
551,2003407,0.2255944985698168,551,0,PGGM Vermogensbeheer B.V.
552,2003410,0.13756885185820195,552,0,Robeco Institutional Asset Management B.V.
553,2003428,0.6778105922665107,553,0,NatWest Markets PLC
554,2003431,1.0,554,0,Investor AB
555,2003433,0.2299150546835489,555,0,SEB Investment Management AB
556,2003436,0.2463693501637731,556,0,Handelsbanken Asset Management
557,2003437,0.35071917117841245,557,0,Swedbank Robur Fonder AB
558,2003450,0.20691020074572508,558,0,UBS Asset Management (Switzerland)
559,2003469,0.2598519480184624,559,0,CA Indosuez (Switzerland) S.A.
560,2003484,0.3047719631658202,560,0,Capital International Sarl
561,2003489,0.3405480835530564,561,3,Citibank (Switzerland) AG
562,2003503,0.18789904288463827,562,0,INVESCO Asset Management Deutschland GmbH
563,2003512,0.33195316977294625,563,0,Commerzbank AG
564,2003517,0.26968472381443753,564,0,Lombard Odier Darier Hentsch & Cie
565,2003519,0.3246828779792762,565,3,J.P. Morgan (Suisse) S.A.
566,2003523,0.34961776283309803,566,3,Schroder & Co. Bank AG
567,2003524,0.185230610896624,567,0,Unigestion
568,2003525,0.2310463222108138,568,0,DWS Investment GmbH
569,2003526,0.2055301986830768,569,0,Allianz Global Investors GmbH
570,2003543,0.14234919861998738,570,0,Amundi Asset Management
571,2003546,0.3995526567050616,571,0,LGT Capital Partners Ltd.
572,2003557,0.1834013979841681,572,0,MEAG Munich ERGO Kapitalanlagegesellschaft mbH
573,2003595,0.1425539855880324,573,0,BNP Paribas Asset Management France SAS
574,2003606,0.3493539896145392,574,0,Aviva Investors France S.A.
575,2003621,0.16636924387979027,575,0,Credit Suisse Asset Management
576,2003625,0.20873603112281375,576,0,Zürcher Kantonalbank (Asset Management)
577,2003626,0.20647256106856116,577,3,Zurich Insurance Group
578,2003628,0.2705228863328672,578,0,HSBC Global Asset Management (France) S.A.
579,2003630,0.23913957914327905,579,0,Edmond de Rothschild Asset Management (France) S.A.
580,2003649,0.31488727379136633,580,0,Aberdeen Asset Managers Ltd.
581,2003652,0.3087447457099749,581,0,Rathbone Investment Management Ltd.
582,2003664,0.2504210776510093,582,0,Royal London Asset Management Ltd.
583,2003665,0.1907107027939576,583,0,Fidelity International
584,2003668,0.33252522194837403,584,0,Mitsubishi UFJ Asset Management (UK) Ltd.
585,2003669,0.5649690543597141,585,0,J.P. Morgan Securities plc
586,2003671,0.19777237001444128,586,0,BlackRock Advisors (UK) Limited
587,2003672,0.20899159092503214,587,0,JPMorgan Asset Management U.K. Limited
588,2003675,0.16381684079677053,588,0,BMO Global Asset Management
589,2003679,0.1888262830357468,589,0,Schroder Investment Management Ltd. (SIM)
590,2003694,0.5131858270306725,590,2,British Airways Pension Investment Management Ltd.
591,2003696,0.20680863201287591,591,3,BP Investment Management Limited
592,2003700,0.23017523905599915,592,0,AXA Investment Managers UK Ltd.
593,2003704,0.41768233958701656,593,0,Barclays Wealth
594,2003708,0.26711282021301463,594,0,Ninety One UK Limited
595,2003710,0.18113725061598296,595,0,Aviva Investors Global Services Limited
596,2003714,0.198443355475128,596,0,HSBC Global Asset Management (UK) Limited
597,2003716,0.16362322331153542,597,0,Janus Henderson Investors
598,2003742,0.3131470825972893,598,0,Jupiter Asset Management Ltd.
599,2003751,0.4673569862929701,599,0,Baillie Gifford & Co.
600,2003754,0.5250587358057861,600,0,Martin Currie Investment Management Ltd.
601,2003758,0.37368367841583056,601,0,Capital International Ltd.
602,2003761,0.4674480513752666,602,0,Walter Scott & Partners Ltd.
603,2003762,0.28701256723848484,603,0,Aegon Asset Management Ltd
604,2003766,0.18961441590316847,604,0,Aberdeen Asset Investments Limited
605,2003770,0.2893736810644446,605,3,Standard Life Investments (USA) Ltd._NLE
606,2003773,0.3935195537605389,606,0,Franklin Templeton Investment Management Ltd.
607,2003796,0.6384076066581743,607,0,Morgan Stanley Investment Management Ltd. (UK)
608,2003798,0.4573635043093944,608,0,Newton Investment Management Ltd.
609,2003800,0.16663349785482318,609,0,Legal & General Investment Management Ltd.
610,2003807,0.18602430845524684,610,0,UBS Asset Management (UK) Ltd.
611,2003809,0.28839022455231744,611,0,Federated Hermes International
612,2003811,0.3886425384389132,612,0,M & G Investment Management Ltd.
613,2003815,0.2784156188338735,613,0,Columbia Threadneedle Investments (UK)
614,2003819,0.1787678776732971,614,0,BlackRock Investment Management (UK) Ltd.
615,2003821,0.3672555454886095,615,0,INVESCO Asset Management Limited
616,2003823,0.9095164255035484,616,0,Manulife Investment Management (Europe) Limited
617,2003828,0.12440190518766205,617,0,Pictet Asset Management Ltd.
618,2003835,0.8422688510585982,618,0,"Genesis Investment Management, LLP"
619,2003838,0.3651128892867457,619,0,GAM International Management Ltd.
620,2003848,0.18980636977662424,620,3,Asset Management One USA Inc.
621,2003865,0.29856522553990594,621,3,"Nippon Life Global Investors Americas, Inc."
622,2003886,0.31044724725460193,622,0,"The Dai-ichi Life Insurance Company, Limited"
623,2003888,0.6963410615917646,623,0,"Nikko Asset Management Americas, Inc."
624,2003893,0.8836602731896785,624,0,"Asset Management One Co., Ltd."
625,2003896,0.9518281054988488,625,0,Daido Life Insurance Company
626,2003904,0.3100402581466169,626,0,Daiwa SB Investments Ltd._NLE
627,2003905,0.35260858106524523,627,0,"Daiwa Asset Management Co., Ltd."
628,2003910,0.3315712286839202,628,0,Fukoku Mutual Life Insurance Co.
629,2003918,0.7986767759122438,629,0,"Mizuho Bank, Ltd."
630,2003922,0.20153257310778,630,0,Meiji Yasuda Asset Management Company Ltd.
631,2003938,0.9765887177851759,631,0,Schroder Investment Management (Singapore) Ltd.
632,2003945,0.3445132030457768,632,0,Meiji Yasuda Life Insurance Company
633,2003947,0.2889336397631703,633,0,INVESCO Asset Management (Japan) Ltd.
634,2003950,0.18402469512466427,634,0,Mitsubishi UFJ Trust and Banking Corporation
635,2003958,0.7987937714547073,635,0,FIL Investment Management (Hong Kong) Limited
636,2003959,0.9710661543484644,636,0,Invesco Hong Kong Limited
637,2003961,0.9848054305137516,637,0,Hang Seng Investment Management Ltd.
638,2003971,0.35779509634895595,638,0,JPMorgan Asset Management (Asia Pacific) Limited
639,2003973,0.7140398693072865,639,0,"Nikko Asset Management Co., Ltd."
640,2003974,0.20429715191480688,640,0,Merian Global Investors (UK) Limited
641,2003975,1.0,641,0,"Aozora Bank, Ltd."
642,2003979,0.8105184046605473,642,0,Nippon Life Insurance Company
643,2003987,0.8133402649562498,643,0,Schroder Investment Management (Hong Kong) Ltd.
644,2003990,0.8608517331890098,644,0,HSBC Global Asset Management (Hong Kong) Limited
645,2003997,0.15370231199661122,645,0,AMP Capital Investors Limited
646,2003999,0.3833437943474748,646,0,"Nomura Securities Co., Ltd."
647,2004000,0.22074688856550825,647,0,"Nomura Asset Management Co., Ltd."
648,2004001,0.4713338738356505,648,0,NORINCHUKIN BANK
649,2004010,1.0,649,0,Taiyo Life Insurance Company
650,2004019,1.0,650,0,"Tokio Marine & Nichido Fire Insurance Co., Ltd."
651,2004020,0.2910395380162631,651,0,"Tokio Marine Asset Management Co., Ltd."
652,2004022,0.1975436009269876,652,0,"Sumitomo Mitsui DS Asset Management Company, Limited"
653,2004037,0.21501642782948396,653,0,Sumitomo Life Insurance Co.
